emoji,description,version,keywords,category,group,subgroup,parent,components
🌗,"last quarter moon",1.0,last|moon|quarter|space,animals-nature,travel-places,sky-weather,,
🌘,"waning crescent moon",1.0,crescent|moon|space|waning,animals-nature,travel-places,sky-weather,,
🌙,"crescent moon",0.6,crescent|moon|ramadan|space,animals-nature,travel-places,sky-weather,,
🌚,"new moon face",1.0,face|moon|new|space,animals-nature,travel-places,sky-weather,,
🌛,"first quarter moon face",0.6,face|first|moon|quarter|space,animals-nature,travel-places,sky-weather,,
🌜,"last quarter moon face",0.7,dreams|face|last|moon|quarter,animals-nature,travel-places,sky-weather,,
🌡️,"thermometer",0.7,thermometer|weather,animals-nature,travel-places,sky-weather,,
☀️,"sun",0.6,bright|rays|space|sun|sunny|weather,animals-nature,travel-places,sky-weather,,
🌝,"full moon face",1.0,bright|face|full|moon,animals-nature,travel-places,sky-weather,,
🌞,"sun with face",1.0,beach|bright|day|face|heat|shine|sun|sunny|sunshine|weather,animals-nature,travel-places,sky-weather,,
🪐,"ringed planet",12.0,planet|ringed|saturn|saturnine,animals-nature,travel-places,sky-weather,,
⭐,"star",0.6,astronomy|medium|star|stars|white,animals-nature,travel-places,sky-weather,,
🌟,"glowing star",0.6,glittery|glow|glowing|night|shining|sparkle|star|win,animals-nature,travel-places,sky-weather,,
🌠,"shooting star",0.6,falling|night|shooting|space|star,animals-nature,travel-places,sky-weather,,
🌌,"milky way",0.6,milky|space|way,animals-nature,travel-places,sky-weather,,
☁️,"cloud",0.6,cloud|weather,animals-nature,travel-places,sky-weather,,
⛅,"sun behind cloud",0.6,behind|cloud|cloudy|sun|weather,animals-nature,travel-places,sky-weather,,
⛈️,"cloud with lightning and rain",0.7,cloud|lightning|rain|thunder|thunderstorm,animals-nature,travel-places,sky-weather,,
🌤️,"sun behind small cloud",0.7,behind|cloud|sun|weather,animals-nature,travel-places,sky-weather,,
🌥️,"sun behind large cloud",0.7,behind|cloud|sun|weather,animals-nature,travel-places,sky-weather,,
🌦️,"sun behind rain cloud",0.7,behind|cloud|rain|sun|weather,animals-nature,travel-places,sky-weather,,
🌧️,"cloud with rain",0.7,cloud|rain|weather,animals-nature,travel-places,sky-weather,,
🌨️,"cloud with snow",0.7,cloud|cold|snow|weather,animals-nature,travel-places,sky-weather,,
🌩️,"cloud with lightning",0.7,cloud|lightning|weather,animals-nature,travel-places,sky-weather,,
🌪️,"tornado",0.7,cloud|tornado|weather|whirlwind,animals-nature,travel-places,sky-weather,,
🌫️,"fog",0.7,cloud|fog|weather,animals-nature,travel-places,sky-weather,,
🌬️,"wind face",0.7,blow|cloud|face|wind,animals-nature,travel-places,sky-weather,,
🌀,"cyclone",0.6,cyclone|dizzy|hurricane|twister|typhoon|weather,animals-nature,travel-places,sky-weather,,
🌈,"rainbow",0.6,gay|genderqueer|glbt|glbtq|lesbian|lgbt|lgbtq|lgbtqia|nature|pride|queer|rain|rainbow|trans|transgender|weather,animals-nature,travel-places,sky-weather,,
🌂,"closed umbrella",0.6,closed|clothing|rain|umbrella,objects,travel-places,sky-weather,,
☂️,"umbrella",0.7,clothing|rain|umbrella,objects,travel-places,sky-weather,,
☔,"umbrella with rain drops",0.6,clothing|drop|drops|rain|umbrella|weather,animals-nature,travel-places,sky-weather,,
⛱️,"umbrella on ground",0.7,ground|rain|sun|umbrella,animals-nature,travel-places,sky-weather,,
⚡,"high voltage",0.6,danger|electric|electricity|high|lightning|nature|thunder|thunderbolt|voltage|zap,animals-nature,travel-places,sky-weather,,
❄️,"snowflake",0.6,cold|snow|snowflake|weather,animals-nature,travel-places,sky-weather,,
☃️,"snowman",0.7,cold|man|snow|snowman,animals-nature,travel-places,sky-weather,,
⛄,"snowman without snow",0.6,cold|man|snow|snowman,animals-nature,travel-places,sky-weather,,
☄️,"comet",1.0,comet|space,animals-nature,travel-places,sky-weather,,
🔥,"fire",0.6,af|burn|fire|flame|hot|lit|litaf|tool,animals-nature,travel-places,sky-weather,,
💧,"droplet",0.6,cold|comic|drop|droplet|nature|sad|sweat|tear|water|weather,animals-nature,travel-places,sky-weather,,
🌊,"water wave",0.6,nature|ocean|surf|surfer|surfing|water|wave,animals-nature,travel-places,sky-weather,,
🎃,"jack-o-lantern",0.6,celebration|halloween|jack|jack-o-lantern|lantern|pumpkin,activities-events,activities,event,,
🎄,"Christmas tree",0.6,celebration|Christmas|tree,activities-events,activities,event,,
🎆,"fireworks",0.6,boom|celebration|entertainment|fireworks|yolo,activities-events,activities,event,,
🎇,"sparkler",0.6,boom|celebration|fireworks|sparkle|sparkler,activities-events,activities,event,,
🧨,"firecracker",11.0,dynamite|explosive|fire|firecracker|fireworks|light|pop|popping|spark,activities-events,activities,event,,
✨,"sparkles",0.6,*|magic|sparkle|sparkles|star,activities-events,activities,event,,
🎈,"balloon",0.6,balloon|birthday|celebrate|celebration,activities-events,activities,event,,
🎉,"party popper",0.6,awesome|birthday|celebrate|celebration|excited|hooray|party|popper|tada|woohoo,activities-events,activities,event,,
🎊,"confetti ball",0.6,ball|celebrate|celebration|confetti|party|woohoo,activities-events,activities,event,,
🎋,"tanabata tree",0.6,banner|celebration|Japanese|tanabata|tree,activities-events,activities,event,,
🎍,"pine decoration",0.6,bamboo|celebration|decoration|Japanese|pine|plant,activities-events,activities,event,,
🎎,"Japanese dolls",0.6,celebration|doll|dolls|festival|Japanese,activities-events,activities,event,,
🎏,"carp streamer",0.6,carp|celebration|streamer,activities-events,activities,event,,
🎐,"wind chime",0.6,bell|celebration|chime|wind,activities-events,activities,event,,
🎑,"moon viewing ceremony",0.6,celebration|ceremony|moon|viewing,activities-events,activities,event,,
🧧,"red envelope",11.0,envelope|gift|good|hóngbāo|lai|luck|money|red|see,activities-events,activities,event,,
🎀,"ribbon",0.6,celebration|ribbon,activities-events,activities,event,,
🎁,"wrapped gift",0.6,birthday|bow|box|celebration|christmas|gift|present|surprise|wrapped,activities-events,activities,event,,
🎗️,"reminder ribbon",0.7,celebration|reminder|ribbon,activities-events,activities,event,,
🎟️,"admission tickets",0.7,admission|ticket|tickets,activities-events,activities,event,,
🎫,"ticket",0.6,admission|stub|ticket,activities-events,activities,event,,
🎖️,"military medal",0.7,award|celebration|medal|military,activities-events,activities,award-medal,,
🏆,"trophy",0.6,champion|champs|prize|slay|sport|trophy|victory|win|winning,activities-events,activities,award-medal,,
🏅,"sports medal",1.0,award|gold|medal|sports|winner,activities-events,activities,award-medal,,
🥇,"1st place medal",3.0,1st|first|gold|medal|place,activities-events,activities,award-medal,,
🥈,"2nd place medal",3.0,2nd|medal|place|second|silver,activities-events,activities,award-medal,,
🥉,"3rd place medal",3.0,3rd|bronze|medal|place|third,activities-events,activities,award-medal,,
⚽,"soccer ball",0.6,ball|football|futbol|soccer|sport,activities-events,activities,sport,,
⚾,"baseball",0.6,ball|baseball|sport,activities-events,activities,sport,,
🥎,"softball",11.0,ball|glove|softball|sports|underarm,activities-events,activities,sport,,
🏀,"basketball",0.6,ball|basketball|hoop|sport,activities-events,activities,sport,,
🏐,"volleyball",1.0,ball|game|volleyball,activities-events,activities,sport,,
🏈,"american football",0.6,american|ball|bowl|football|sport|super,activities-events,activities,sport,,
🏉,"rugby football",1.0,ball|football|rugby|sport,activities-events,activities,sport,,
🎾,"tennis",0.6,ball|racquet|sport|tennis,activities-events,activities,sport,,
🥏,"flying disc",11.0,disc|flying|ultimate,activities-events,activities,sport,,
🎳,"bowling",0.6,ball|bowling|game|sport|strike,activities-events,activities,sport,,
🏏,"cricket game",1.0,ball|bat|cricket|game,activities-events,activities,sport,,
🏑,"field hockey",1.0,ball|field|game|hockey|stick,activities-events,activities,sport,,
🏒,"ice hockey",1.0,game|hockey|ice|puck|stick,activities-events,activities,sport,,
🥍,"lacrosse",11.0,ball|goal|lacrosse|sports|stick,activities-events,activities,sport,,
🏓,"ping pong",1.0,ball|bat|game|paddle|ping|pingpong|pong|table|tennis,activities-events,activities,sport,,
🏸,"badminton",1.0,badminton|birdie|game|racquet|shuttlecock,activities-events,activities,sport,,
🥊,"boxing glove",3.0,boxing|glove,activities-events,activities,sport,,
🥋,"martial arts uniform",3.0,arts|judo|karate|martial|taekwondo|uniform,activities-events,activities,sport,,
🥅,"goal net",3.0,goal|net,activities-events,activities,sport,,
⛳,"flag in hole",0.6,flag|golf|hole|sport,activities-events,activities,sport,,
⛸️,"ice skate",0.7,ice|skate|skating,activities-events,activities,sport,,
🎣,"fishing pole",0.6,entertainment|fish|fishing|pole|sport,activities-events,activities,sport,,
🤿,"diving mask",12.0,diving|mask|scuba|snorkeling,activities-events,activities,sport,,
🎽,"running shirt",0.6,athletics|running|sash|shirt,activities-events,activities,sport,,
🎿,"skis",0.6,ski|skis|snow|sport,activities-events,activities,sport,,
🛷,"sled",5.0,luge|sled|sledge|sleigh|snow|toboggan,activities-events,activities,sport,,
🥌,"curling stone",5.0,curling|game|rock|stone,activities-events,activities,sport,,
🎯,"bullseye",0.6,bull|bullseye|dart|direct|entertainment|game|hit|target,activities-events,activities,game,,
🪀,"yo-yo",12.0,fluctuate|toy|yo-yo,activities-events,activities,game,,
🪁,"kite",12.0,fly|kite|soar,activities-events,activities,game,,
🔫,"water pistol",0.6,gun|handgun|pistol|revolver|tool|water|weapon,activities-events,activities,game,,
🎱,"pool 8 ball",0.6,8|8ball|ball|billiard|eight|game|pool,activities-events,activities,game,,
🔮,"crystal ball",0.6,ball|crystal|fairy|fairytale|fantasy|fortune|future|magic|tale|tool,activities-events,activities,game,,
🪄,"magic wand",13.0,magic|magician|wand|witch|wizard,activities-events,activities,game,,
🎮,"video game",0.6,controller|entertainment|game|video,activities-events,activities,game,,
🕹️,"joystick",0.7,game|joystick|video|videogame,activities-events,activities,game,,
🎰,"slot machine",0.6,casino|gamble|gambling|game|machine|slot|slots,activities-events,activities,game,,
🎲,"game die",0.6,dice|die|entertainment|game,activities-events,activities,game,,
🧩,"puzzle piece",11.0,clue|interlocking|jigsaw|piece|puzzle,activities-events,activities,game,,
🧸,"teddy bear",11.0,bear|plaything|plush|stuffed|teddy|toy,activities-events,activities,game,,
🪅,"piñata",13.0,candy|celebrate|celebration|cinco|de|festive|mayo|party|pinada|pinata|piñata,activities-events,activities,game,,
🪩,"mirror ball",14.0,ball|dance|disco|glitter|mirror|party,activities-events,activities,game,,
🪆,"nesting dolls",13.0,babooshka|baboushka|babushka|doll|dolls|matryoshka|nesting|russia,activities-events,activities,game,,
♠️,"spade suit",0.6,card|game|spade|suit,symbols,activities,game,,
♥️,"heart suit",0.6,card|emotion|game|heart|hearts|suit,symbols,activities,game,,
♦️,"diamond suit",0.6,card|diamond|game|suit,symbols,activities,game,,
♣️,"club suit",0.6,card|club|clubs|game|suit,symbols,activities,game,,
♟️,"chess pawn",11.0,chess|dupe|expendable|pawn,activities-events,activities,game,,
🃏,"joker",0.6,card|game|joker|wildcard,activities-events,activities,game,,
🀄,"mahjong red dragon",0.6,dragon|game|mahjong|red,activities-events,activities,game,,
🎴,"flower playing cards",0.6,card|cards|flower|game|Japanese|playing,activities-events,activities,game,,
🎭,"performing arts",0.6,actor|actress|art|arts|entertainment|mask|performing|theater|theatre|thespian,activities-events,activities,arts-crafts,,
🖼️,"framed picture",0.7,art|frame|framed|museum|painting|picture,activities-events,activities,arts-crafts,,
🎨,"artist palette",0.6,art|artist|artsy|arty|colorful|creative|entertainment|museum|painter|painting|palette,activities-events,activities,arts-crafts,,
🧵,"thread",11.0,needle|sewing|spool|string|thread,activities-events,activities,arts-crafts,,
🪡,"sewing needle",13.0,embroidery|needle|sew|sewing|stitches|sutures|tailoring|thread,activities-events,activities,arts-crafts,,
🧶,"yarn",11.0,ball|crochet|knit|yarn,activities-events,activities,arts-crafts,,
🪢,"knot",13.0,cord|knot|rope|tangled|tie|twine|twist,activities-events,activities,arts-crafts,,
👓,"glasses",0.6,clothing|eye|eyeglasses|eyewear|glasses,objects,objects,clothing,,
🕶️,"sunglasses",0.7,dark|eye|eyewear|glasses|sunglasses,objects,objects,clothing,,
🥽,"goggles",11.0,dive|eye|goggles|protection|scuba|swimming|welding,objects,objects,clothing,,
🥼,"lab coat",11.0,clothes|coat|doctor|dr|experiment|jacket|lab|scientist|white,objects,objects,clothing,,
🦺,"safety vest",12.0,emergency|safety|vest,objects,objects,clothing,,
👔,"necktie",0.6,clothing|employed|necktie|serious|shirt|tie,objects,objects,clothing,,
👕,"t-shirt",0.6,blue|casual|clothes|clothing|collar|dressed|shirt|shopping|t-shirt|tshirt|weekend,objects,objects,clothing,,
👖,"jeans",0.6,blue|casual|clothes|clothing|denim|dressed|jeans|pants|shopping|trousers|weekend,objects,objects,clothing,,
🧣,"scarf",5.0,bundle|cold|neck|scarf|up,objects,objects,clothing,,
🧤,"gloves",5.0,gloves|hand,objects,objects,clothing,,
🧥,"coat",5.0,brr|bundle|coat|cold|jacket|up,objects,objects,clothing,,
🧦,"socks",5.0,socks|stocking,objects,objects,clothing,,
👗,"dress",0.6,clothes|clothing|dress|dressed|fancy|shopping,objects,objects,clothing,,
👘,"kimono",0.6,clothing|comfortable|kimono,objects,objects,clothing,,
🥻,"sari",12.0,clothing|dress|sari,objects,objects,clothing,,
🩱,"one-piece swimsuit",12.0,bathing|one-piece|suit|swimsuit,objects,objects,clothing,,
🩲,"briefs",12.0,bathing|briefs|one-piece|suit|swimsuit|underwear,objects,objects,clothing,,
🩳,"shorts",12.0,bathing|pants|shorts|suit|swimsuit|underwear,objects,objects,clothing,,
👙,"bikini",0.6,bathing|beach|bikini|clothing|pool|suit|swim,objects,objects,clothing,,
👚,"woman’s clothes",0.6,blouse|clothes|clothing|collar|dress|dressed|lady|shirt|shopping|woman|woman’s,objects,objects,clothing,,
🪭,"folding hand fan",15.0,clack|clap|cool|cooling|dance|fan|flirt|flutter|folding|hand|hot|shy,objects,objects,clothing,,
👛,"purse",0.6,clothes|clothing|coin|dress|fancy|handbag|purse|shopping,objects,objects,clothing,,
👜,"handbag",0.6,bag|clothes|clothing|dress|handbag|lady|purse|shopping,objects,objects,clothing,,
👝,"clutch bag",0.6,bag|clothes|clothing|clutch|dress|handbag|pouch|purse,objects,objects,clothing,,
🛍️,"shopping bags",0.7,bag|bags|hotel|shopping,objects,objects,clothing,,
🎒,"backpack",0.6,backpack|backpacking|bag|bookbag|education|rucksack|satchel|school,objects,objects,clothing,,
🩴,"thong sandal",13.0,beach|flip|flop|sandal|sandals|shoe|thong|thongs|zōri,objects,objects,clothing,,
👞,"man’s shoe",0.6,brown|clothes|clothing|feet|foot|kick|man|man’s|shoe|shoes|shopping,objects,objects,clothing,,
👟,"running shoe",0.6,athletic|clothes|clothing|fast|kick|running|shoe|shoes|shopping|sneaker|tennis,objects,objects,clothing,,
🥾,"hiking boot",11.0,backpacking|boot|brown|camping|hiking|outdoors|shoe,objects,objects,clothing,,
🥿,"flat shoe",11.0,ballet|comfy|flat|flats|shoe|slip-on|slipper,objects,objects,clothing,,
👠,"high-heeled shoe",0.6,clothes|clothing|dress|fashion|heel|heels|high-heeled|shoe|shoes|shopping|stiletto|woman,objects,objects,clothing,,
👡,"woman’s sandal",0.6,clothing|sandal|shoe|woman|woman’s,objects,objects,clothing,,
🩰,"ballet shoes",12.0,ballet|dance|shoes,objects,objects,clothing,,
👢,"woman’s boot",0.6,boot|clothes|clothing|dress|shoe|shoes|shopping|woman|woman’s,objects,objects,clothing,,
🪮,"hair pick",15.0,Afro|comb|groom|hair|pick,objects,objects,clothing,,
👑,"crown",0.6,clothing|crown|family|king|medieval|queen|royal|royalty|win,objects,objects,clothing,,
👒,"woman’s hat",0.6,clothes|clothing|garden|hat|hats|party|woman|woman’s,objects,objects,clothing,,
🎩,"top hat",0.6,clothes|clothing|fancy|formal|hat|magic|top|tophat,objects,objects,clothing,,
🎓,"graduation cap",0.6,cap|celebration|clothing|education|graduation|hat|scholar,objects,objects,clothing,,
🧢,"billed cap",5.0,baseball|bent|billed|cap|dad|hat,objects,objects,clothing,,
🪖,"military helmet",13.0,army|helmet|military|soldier|war|warrior,objects,objects,clothing,,
⛑️,"rescue worker’s helmet",0.7,aid|cross|face|hat|helmet|rescue|worker’s,objects,objects,clothing,,
📿,"prayer beads",1.0,beads|clothing|necklace|prayer|religion,objects,objects,clothing,,
💄,"lipstick",0.6,cosmetics|date|lipstick|makeup,objects,objects,clothing,,
💍,"ring",0.6,diamond|engaged|engagement|married|ring|romance|shiny|sparkling|wedding,objects,objects,clothing,,
💎,"gem stone",0.6,diamond|engagement|gem|jewel|money|romance|stone|wedding,objects,objects,clothing,,
🔇,"muted speaker",1.0,mute|muted|quiet|silent|sound|speaker,symbols,objects,sound,,
🔈,"speaker low volume",0.7,low|soft|sound|speaker|volume,symbols,objects,sound,,
